,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
14032,14033,0.53,Ideal,G,VS1,62.6,54.0,5.19,5.16,3.24,1813
14368,14369,0.51,Ideal,F,VS2,61.7,56.0,5.13,5.15,3.17,1660
662,663,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5715
22709,22710,2.18,Ideal,J,VS2,62.2,55.0,8.32,8.36,5.19,16427
6817,6818,0.91,Good,I,SI2,60.2,59.0,6.24,6.29,3.77,3034
15080,15081,3.51,Premium,J,VS2,62.5,59.0,9.66,9.63,6.03,18701
3467,3468,0.24,Ideal,E,VVS1,60.9,56.0,4.01,4.04,2.45,752
14023,14024,1.33,Premium,G,SI2,63.0,59.0,7.0,6.97,4.4,6480
527,528,1.09,Premium,H,VS1,60.2,59.0,6.71,6.67,4.03,5860
25512,25513,1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,4242
11355,11356,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.32,2.66,564
5468,5469,0.78,Ideal,I,VS2,59.8,58.0,5.98,6.02,3.59,2652
9176,9177,0.27,Ideal,F,VVS1,62.5,56.0,4.1,4.14,2.57,760
8631,8632,0.23,Very Good,E,VVS2,61.4,55.0,3.92,3.99,2.43,458
8794,8795,1.7,Ideal,F,VS2,62.7,55.0,7.54,7.58,4.74,17114
3781,3782,0.4,Ideal,G,VS2,61.1,56.0,4.74,4.78,2.91,1240
22675,22676,1.28,Premium,I,SI1,60.0,60.0,7.08,6.99,4.22,6164
429,430,0.26,Very Good,I,SI1,59.2,60.0,4.2,4.24,2.5,445
16221,16222,0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,552
7680,7681,0.52,Very Good,F,SI2,57.9,61.0,5.28,5.33,3.07,1273
12036,12037,2.1,Ideal,I,SI1,60.8,60.0,8.24,8.35,5.04,17250
17807,17808,0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,1565
11503,11504,0.35,Ideal,G,IF,62.3,55.0,4.5,4.52,2.81,1044
4881,4882,1.01,Very Good,D,VVS2,62.5,59.0,6.34,6.4,3.98,10453
18413,18414,0.31,Ideal,G,IF,61.6,55.0,4.37,4.39,2.7,891
5143,5144,1.28,Very Good,F,SI1,63.0,56.0,6.9,7.03,4.39,6566
21955,21956,1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,3749
16782,16783,0.3,Ideal,H,IF,60.8,56.0,4.36,4.39,2.66,764
1226,1227,1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,6153
14568,14569,1.5,Good,I,I1,63.7,61.0,7.22,7.1,4.57,3696
22566,22567,1.29,Good,I,I1,64.2,54.0,6.93,6.83,4.42,3098
20805,20806,0.7,Very Good,F,VS2,61.7,60.0,5.63,5.65,3.48,2744
9413,9414,1.01,Premium,D,SI1,62.8,58.0,6.37,6.3,3.98,4751
11230,11231,1.01,Fair,F,VS2,65.5,62.0,6.19,6.23,4.07,5501
903,904,0.3,Premium,F,VS2,61.6,58.0,4.31,4.29,2.65,776
7588,7589,1.53,Very Good,F,SI1,61.9,56.0,7.45,7.32,4.57,12621
8323,8324,1.17,Ideal,G,VS1,61.8,57.0,6.76,6.8,4.19,8639
19869,19870,0.9,Very Good,G,VS1,61.4,57.0,6.2,6.24,3.82,5135
2493,2494,0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
85,86,0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64,3016
25109,25110,0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91,1163
2991,2992,1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,10636
18823,18824,1.2,Good,E,SI1,64.0,61.0,6.67,6.61,4.25,7096
2258,2259,2.09,Very Good,H,SI1,61.1,56.0,8.23,8.3,5.05,18392
24527,24528,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,3454
3079,3080,1.39,Ideal,E,VS2,60.8,57.0,7.24,7.21,4.39,11726
14044,14045,1.37,Very Good,J,SI2,60.7,60.0,7.07,7.19,4.33,5063
6389,6390,0.41,Ideal,D,SI1,61.7,56.0,4.77,4.8,2.95,744
21033,21034,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842
9652,9653,1.02,Very Good,G,VS2,60.5,54.0,6.48,6.57,3.95,6058
3016,3017,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2904
21398,21399,0.34,Ideal,D,VVS2,61.3,56.0,4.51,4.53,2.77,1054
22939,22940,0.33,Premium,E,VS1,61.5,59.0,4.46,4.42,2.73,1002
21189,21190,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,720
21333,21334,0.5,Premium,H,VS1,,58.0,5.22,5.17,3.13,1395
4988,4989,0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,4095
1653,1654,0.39,Premium,G,VS2,62.4,56.0,4.68,4.64,2.91,1009
4362,4363,0.51,Premium,H,SI1,61.6,56.0,5.19,5.14,3.18,1250
1532,1533,0.7,Very Good,F,SI1,63.2,56.0,5.61,5.5,3.51,2100
12825,12826,0.45,Very Good,I,VVS1,63.0,56.0,4.88,4.9,3.08,947
9449,9450,0.77,Ideal,G,VS2,62.1,56.0,5.84,5.88,3.64,3544
26318,26319,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4475
21304,21305,0.72,Very Good,D,VS2,61.0,59.0,5.74,5.77,3.51,2697
9398,9399,0.31,Ideal,H,VVS1,62.0,55.0,4.34,4.37,2.7,671
343,344,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,14725
8462,8463,0.52,Very Good,H,VS1,61.7,55.0,5.15,5.17,3.19,1659
20222,20223,0.9,Very Good,I,SI2,61.5,61.0,6.13,6.16,3.78,3057
8191,8192,0.92,Premium,D,SI1,62.5,59.0,6.24,6.14,3.87,5028
9678,9679,1.11,Premium,D,VS2,59.5,60.0,6.77,6.7,4.01,6579
12480,12481,0.4,Ideal,G,VS1,62.2,56.0,4.72,4.74,2.94,877
17865,17866,1.6,Very Good,I,SI2,62.2,59.0,7.42,7.46,4.63,7906
1982,1983,0.51,Premium,E,SI1,62.5,57.0,5.09,5.06,3.17,1546
11651,11652,0.47,Ideal,D,VVS1,62.1,55.0,4.98,5.01,3.1,2460
22732,22733,0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,2940
3685,3686,0.28,Very Good,H,VVS1,59.9,62.0,4.23,4.28,2.55,504
8359,8360,0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,596
14319,14320,0.9,Good,E,SI2,59.9,61.0,6.16,6.2,3.7,3660
16796,16797,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.16,3.15,2111
26123,26124,1.07,Premium,H,SI1,60.7,60.0,6.64,6.61,4.02,4764
6926,6927,1.41,Good,H,VS2,63.8,60.0,7.04,7.12,4.52,9088
26526,26527,0.34,Premium,G,VVS2,61.6,58.0,4.49,4.44,2.75,995
17166,17167,2.02,Fair,G,I1,68.0,55.0,7.77,7.72,5.27,6346
26325,26326,0.58,Ideal,F,VVS2,61.8,56.0,5.37,5.41,3.33,2263
12729,12730,1.11,Ideal,H,SI2,61.4,57.0,6.63,6.67,4.08,4709
753,754,0.91,Very Good,I,VS2,63.0,58.0,6.07,6.15,3.85,3340
13534,13535,0.51,Ideal,D,VS2,62.3,57.0,5.09,5.12,3.18,1787
9610,9611,0.72,Very Good,J,SI1,61.1,57.0,5.75,5.8,3.53,1866
8644,8645,0.41,Premium,F,VVS2,60.1,59.0,4.82,4.79,2.89,1192
10446,10447,0.51,Ideal,G,VS1,61.7,55.0,5.17,5.14,3.18,1781
4063,4064,0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74,995
7983,7984,0.31,Ideal,G,SI1,63.0,56.0,4.34,4.3,2.72,593
26638,26639,0.3,Very Good,D,VS1,63.2,59.0,4.26,4.29,2.7,707
18170,18171,1.0,Ideal,G,VS2,58.9,60.0,6.53,6.58,3.86,6235
26470,26471,0.38,Ideal,D,SI1,61.8,55.0,4.67,4.69,2.89,884
11604,11605,0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,787
15143,15144,0.31,Ideal,G,VVS1,61.6,55.0,4.38,4.42,2.71,789
14189,14190,1.01,Premium,H,VS2,62.1,57.0,6.45,6.39,3.99,5120
4244,4245,2.01,Fair,J,SI1,64.4,61.0,7.74,7.78,5.0,11212
18674,18675,0.41,Ideal,I,SI1,61.6,56.0,4.79,4.82,2.96,639
2438,2439,1.53,Ideal,G,VS2,62.8,57.0,7.48,7.43,4.63,12907
24893,24894,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1046
2069,2070,0.5,Ideal,H,VVS1,61.4,57.0,5.08,5.11,3.12,1684
17448,17449,1.15,Ideal,H,SI2,60.5,56.0,6.83,6.8,4.13,4315
5224,5225,1.1,Ideal,I,SI1,61.6,55.0,6.66,6.68,4.11,5199
16114,16115,0.42,Very Good,F,SI2,61.5,59.0,4.81,4.85,2.97,710
10544,10545,1.02,Good,H,SI2,63.1,59.0,6.37,6.43,4.04,4207
9270,9271,0.23,Very Good,E,VVS1,60.8,56.0,3.94,3.99,2.41,499
2175,2176,0.3,Ideal,H,VVS2,61.6,55.0,4.34,4.3,2.66,776
8816,8817,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2919
5083,5084,0.78,Very Good,D,VS2,62.2,56.0,5.85,5.91,3.66,3668
23504,23505,1.02,Good,E,SI2,64.2,59.0,6.26,6.2,4.0,4414
4105,4106,0.42,Ideal,D,SI1,63.0,55.0,4.79,4.76,3.01,970
19857,19858,0.32,Ideal,D,VS2,,54.0,4.39,4.42,2.73,912
3550,3551,1.02,Premium,D,SI2,59.5,62.0,6.56,6.52,3.89,4912
4353,4354,0.9,Very Good,G,SI2,62.0,59.0,6.14,6.19,3.82,3445
21120,21121,2.01,Good,H,SI1,63.2,58.0,7.93,7.98,5.03,15919
18179,18180,1.2,Very Good,I,VVS2,59.9,55.0,6.88,6.94,4.14,6558
12381,12382,0.41,Ideal,I,VVS1,61.8,55.0,4.79,4.76,2.95,1107
18796,18797,0.38,Ideal,E,SI2,61.2,57.0,4.71,4.67,2.87,812
17760,17761,0.32,Very Good,H,SI2,60.4,59.0,4.39,4.42,2.66,393
6402,6403,0.32,Ideal,D,VVS1,61.7,55.0,4.41,4.44,2.73,1067
1354,1355,0.52,Good,E,VS2,63.4,57.0,5.12,5.16,3.26,1576
26400,26401,0.33,Ideal,I,VS1,61.6,57.0,4.41,4.46,2.73,521
7457,7458,0.41,Good,J,IF,63.6,54.0,4.72,4.75,3.01,827
12793,12794,1.02,Premium,H,SI2,58.3,59.0,6.61,6.57,3.84,3313
7744,7745,0.51,Ideal,E,SI1,61.4,56.0,5.14,5.16,3.16,1732
24011,24012,0.44,Ideal,D,VS1,62.3,55.0,4.84,4.88,3.03,1235
22592,22593,1.04,Premium,G,VS1,62.0,56.0,6.53,6.46,4.03,6996
18864,18865,0.58,Very Good,H,VS2,61.2,55.8,5.39,5.41,3.3,1633
1099,1100,0.3,Good,G,VS1,63.1,58.0,4.24,4.28,2.69,605
19709,19710,0.5,Very Good,G,VS1,63.2,59.0,5.03,5.07,3.19,1580
10117,10118,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,5264
14576,14577,1.58,Ideal,I,SI2,62.3,57.0,7.42,7.34,4.6,6441
19349,19350,1.5,Ideal,I,SI1,,55.0,7.35,7.31,4.57,8736
8626,8627,1.51,Fair,G,VS2,,65.0,7.68,7.57,4.27,8794
1083,1084,0.41,Ideal,G,VS1,60.8,56.0,4.79,4.82,2.92,899
3604,3605,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,9243
25931,25932,0.7,Ideal,D,SI1,61.8,55.0,5.72,5.74,3.54,3471
12440,12441,0.37,Good,G,VS1,63.1,56.0,4.57,4.59,2.89,746
13641,13642,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,1095
991,992,0.36,Ideal,G,VS1,61.4,56.0,4.55,4.6,2.81,949
20311,20312,0.31,Ideal,F,VS2,62.1,53.0,4.34,4.39,2.71,625
1887,1888,0.57,Premium,E,SI1,58.9,59.0,5.41,5.35,3.17,1406
19979,19980,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,2834
11325,11326,0.72,Ideal,D,SI1,60.8,57.0,5.75,5.76,3.5,2757
15910,15911,0.41,Ideal,H,VS2,60.7,55.0,4.83,4.86,2.94,1163
6443,6444,0.56,Very Good,E,VS1,61.9,57.0,5.29,5.31,3.28,2037
17914,17915,0.53,Premium,E,VS2,61.6,57.0,5.21,5.18,3.2,1813
15970,15971,0.31,Very Good,E,VVS2,61.5,55.0,4.37,4.41,2.7,710
23687,23688,0.71,Ideal,I,VS2,,57.0,5.72,5.64,3.53,2270
12493,12494,0.31,Ideal,E,VVS1,61.7,56.0,4.38,4.41,2.71,890
17665,17666,0.7,Good,G,SI2,60.1,65.0,5.7,5.65,3.41,2268
19220,19221,1.23,Ideal,G,VVS1,61.8,56.0,6.8,6.89,4.24,10572
9097,9098,1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98,5206
24540,24541,0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,545
24093,24094,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12509
5489,5490,0.32,Premium,F,SI1,59.3,58.0,4.5,4.47,2.66,684
20030,20031,1.26,Premium,E,VS1,60.7,58.0,7.02,7.04,4.27,10367
22251,22252,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,521
8138,8139,0.31,Ideal,F,VS2,61.8,56.0,4.33,4.37,2.69,625
24374,24375,0.72,Premium,G,VS1,62.3,61.0,5.73,5.66,3.55,2646
10908,10909,1.7,Premium,G,VS2,61.4,58.0,7.67,7.63,4.7,12681
22777,22778,1.21,Ideal,G,VS1,62.7,54.0,6.8,6.82,4.27,9323
18212,18213,0.83,Ideal,D,VS2,62.0,54.9,6.03,6.04,3.74,4378
8709,8710,0.53,Very Good,G,VS2,60.1,59.0,5.22,5.26,3.15,1449
7575,7576,1.04,Premium,F,SI1,62.2,60.0,6.48,6.44,4.02,5300
4051,4052,0.3,Very Good,E,VS2,62.4,57.0,4.24,4.29,2.66,658
5007,5008,0.74,Fair,E,SI1,66.0,56.0,5.6,5.67,3.72,2069
3139,3140,0.37,Premium,F,VS2,61.2,60.0,4.63,4.59,2.82,957
22742,22743,0.32,Ideal,G,VS2,62.0,57.0,4.41,4.37,2.72,672
7789,7790,1.51,Premium,F,VS2,62.5,58.0,7.36,7.21,4.55,14294
20668,20669,0.3,Ideal,F,VVS1,62.1,55.0,4.32,4.31,2.68,1114
11438,11439,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,1140
22710,22711,1.2,Premium,F,VS2,61.4,58.0,6.8,6.75,4.16,6182
4750,4751,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,1033
813,814,0.32,Ideal,E,VS2,61.4,56.0,4.41,4.45,2.72,599
13082,13083,1.07,Premium,E,SI2,61.3,59.0,6.58,6.64,4.05,4943
7883,7884,1.27,Premium,I,I1,60.2,62.0,7.05,7.0,4.23,3732
13207,13208,1.03,Premium,G,VS2,62.3,59.0,6.38,6.42,3.99,6214
8432,8433,0.38,Ideal,I,VS1,62.0,54.0,4.67,4.72,2.91,700
13153,13154,0.91,Ideal,H,VS2,62.4,56.0,6.2,6.14,3.85,4678
26304,26305,1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23,6013
12238,12239,1.2,Ideal,I,SI2,59.6,61.0,6.95,6.97,4.15,4890
11233,11234,0.31,Premium,E,VVS1,61.8,59.0,4.33,4.31,2.67,1012
13561,13562,0.32,Premium,H,VVS1,61.4,58.0,4.38,4.41,2.7,730
4468,4469,0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
3107,3108,1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
7925,7926,1.7,Ideal,G,VVS1,,56.0,7.62,7.67,4.66,18279
2006,2007,0.7,Ideal,F,SI1,60.8,57.0,5.73,5.71,3.48,2596
17938,17939,0.32,Ideal,F,VS2,60.9,56.0,4.41,4.45,2.7,610
15353,15354,0.3,Ideal,H,VVS1,61.2,57.0,4.3,4.39,2.66,655
23823,23824,0.76,Premium,E,SI2,62.4,58.0,5.83,5.86,3.65,2451
16726,16727,0.74,Good,E,VS1,63.1,58.0,5.73,5.75,3.62,2824
8171,8172,1.06,Ideal,F,VS2,61.2,57.0,6.58,6.55,4.02,7592
17279,17280,1.51,Premium,E,SI1,61.5,58.0,7.33,7.38,4.52,12530
5964,5965,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
23555,23556,0.8,Very Good,F,VS1,63.6,57.0,5.82,5.91,3.73,3559
26935,26936,1.51,Premium,H,SI2,60.2,59.0,7.43,7.33,4.44,8598
19146,19147,1.02,Ideal,F,VVS2,62.3,58.0,6.42,6.45,4.01,9598
19264,19265,1.01,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92,6787
4385,4386,1.01,Good,E,VVS1,63.1,59.0,6.31,6.34,3.99,10567
22696,22697,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,7135
6670,6671,1.26,Ideal,E,SI2,62.4,57.0,6.91,6.85,4.29,4939
19470,19471,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52,2351
24711,24712,1.51,Ideal,I,SI1,62.4,59.0,7.27,7.34,4.56,8752
20078,20079,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,668
24536,24537,0.27,Very Good,G,VVS1,62.5,56.0,4.14,4.16,2.59,566
11853,11854,1.52,Very Good,J,VS2,63.5,58.0,7.28,7.24,4.61,7504
21897,21898,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3738
26596,26597,0.32,Ideal,G,VVS2,61.2,58.0,4.39,4.43,2.7,698
8694,8695,2.01,Premium,H,SI1,61.4,56.0,8.19,8.13,5.01,18295
25206,25207,0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696
23035,23036,0.91,Premium,G,SI1,62.2,59.0,6.19,6.15,3.84,3975
5272,5273,1.01,Ideal,G,SI2,61.5,57.0,6.5,6.42,3.97,4299
26457,26458,1.01,Premium,G,SI2,61.9,60.0,6.37,6.33,3.93,4525
23174,23175,2.1,Ideal,H,SI2,63.1,55.0,8.17,8.13,5.14,18462
2574,2575,1.07,Good,F,VS2,57.6,60.0,6.83,6.79,3.92,6828
6500,6501,0.33,Premium,G,VS1,60.8,59.0,4.45,4.43,2.7,854
24541,24542,0.31,Ideal,F,IF,61.3,55.0,4.38,4.43,2.7,914
10005,10006,1.01,Premium,F,SI2,62.0,59.0,6.49,6.43,4.01,4072
5861,5862,0.9,Good,H,VS1,62.4,55.0,6.09,6.16,3.82,4409
15837,15838,0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,3924
13764,13765,0.23,Ideal,E,VS2,62.6,57.0,3.88,3.92,2.44,423
11836,11837,0.55,Premium,D,SI1,60.7,58.0,5.3,5.24,3.2,1819
25852,25853,0.77,Ideal,E,SI1,61.6,57.0,5.91,5.87,3.63,3218
19490,19491,0.44,Good,D,VS2,63.6,56.0,4.81,4.84,3.07,1009
17875,17876,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.4,2.7,828
4,5,0.31,Ideal,F,VVS1,60.4,59.0,4.35,4.43,2.65,779
21406,21407,0.93,Premium,E,SI1,62.8,56.0,6.26,6.2,3.91,4739
14969,14970,0.42,Premium,E,SI1,60.0,61.0,4.88,4.85,2.92,953
10915,10916,1.2,Ideal,G,VS1,62.3,56.0,6.77,6.82,4.23,8442
13702,13703,1.23,Ideal,I,SI2,61.8,55.0,6.87,6.91,4.26,5820
1865,1866,1.51,Good,D,VS1,63.7,55.0,7.28,7.22,4.62,17111
4089,4090,0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
12703,12704,1.0,Good,F,SI2,59.4,64.0,6.36,6.29,3.76,3858
9711,9712,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,984
15027,15028,0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68,850
24207,24208,0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3512
1568,1569,1.02,Very Good,D,SI2,60.9,61.0,6.47,6.53,3.96,4904
21756,21757,0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
22202,22203,1.42,Ideal,I,VS2,60.4,55.0,7.28,7.38,4.43,8173
14580,14581,1.06,Good,F,SI2,62.2,61.0,6.47,6.53,4.04,4357
21910,21911,0.41,Very Good,F,SI1,62.5,58.0,4.74,4.77,2.97,702
22079,22080,0.3,Very Good,D,VVS2,59.3,57.0,4.39,4.41,2.61,719
14907,14908,0.72,Ideal,F,VS2,61.9,54.0,5.77,5.74,3.56,2568
25812,25813,1.0,Premium,F,VVS2,61.3,55.0,6.44,6.41,3.94,8602
14538,14539,0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2188
18129,18130,1.54,Premium,E,SI1,62.7,58.0,7.37,7.3,4.6,10314
9080,9081,0.3,Very Good,G,VVS1,62.1,61.0,4.27,4.3,2.66,789
1064,1065,1.01,Good,H,SI2,57.9,59.0,6.64,6.59,3.83,3903
12778,12779,1.0,Fair,I,I1,64.5,58.0,6.33,6.1,4.01,2035
20204,20205,0.7,Ideal,H,VVS1,62.3,58.0,5.66,5.7,3.54,2866
15376,15377,1.05,Very Good,F,VS1,60.2,58.0,6.62,6.74,4.02,7276
5308,5309,1.03,Ideal,G,SI2,61.8,55.0,6.5,6.52,4.02,4873
13549,13550,0.3,Good,H,VVS1,63.3,59.0,4.22,4.28,2.69,684
7333,7334,0.44,Good,D,VS2,60.6,64.0,4.97,4.89,2.99,1238
6106,6107,0.43,Good,I,VS2,58.0,57.0,4.96,5.01,2.89,696
9963,9964,2.02,Premium,I,SI2,59.4,59.0,8.21,8.25,4.89,14211
332,333,0.32,Ideal,E,VVS2,61.3,55.0,4.41,4.43,2.71,1010
3989,3990,1.51,Ideal,J,VS1,62.7,56.0,7.3,7.35,4.59,8092
16418,16419,1.13,Premium,D,SI2,60.9,59.0,6.65,6.72,4.07,5133
20993,20994,0.91,Premium,F,SI2,59.1,60.0,6.36,6.3,3.74,3845
3692,3693,0.6,Fair,F,VVS2,60.1,66.0,5.48,5.44,3.28,2484
6866,6867,1.22,Ideal,I,VS2,60.4,57.0,6.91,6.99,4.2,7430
7462,7463,1.12,Premium,G,VS1,58.4,58.0,6.87,6.84,4.0,7338
12166,12167,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
19526,19527,0.31,Ideal,H,SI1,61.8,54.0,4.35,4.4,2.7,441
14687,14688,0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
12217,12218,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1664
7814,7815,1.53,Very Good,G,VS1,62.8,56.0,7.31,7.37,4.61,12654
26706,26707,1.0,Good,J,SI1,61.7,62.0,6.37,6.4,3.94,3690
26331,26332,1.5,Premium,H,I1,61.1,59.0,7.37,7.26,4.47,3599
17227,17228,1.01,Very Good,G,VS1,62.5,56.0,6.36,6.4,3.99,6846
6734,6735,0.31,Very Good,F,VS1,60.6,55.0,4.41,4.43,2.67,675
11839,11840,0.23,Very Good,E,VVS2,61.2,60.0,3.97,4.0,2.44,505
21320,21321,0.52,Very Good,D,VS2,62.9,59.0,5.11,5.13,3.22,1847
13539,13540,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,936
26425,26426,0.74,Ideal,G,SI1,60.6,55.0,5.87,5.93,3.57,3130
10491,10492,0.41,Ideal,H,SI1,61.2,57.0,4.78,4.76,2.92,876
21879,21880,1.15,Very Good,G,VVS2,63.2,58.0,6.68,6.61,4.2,9068
4467,4468,0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,568
14070,14071,0.37,Very Good,F,IF,60.4,57.0,4.65,4.68,2.81,995
23099,23100,1.34,Premium,D,SI2,60.3,59.0,7.16,7.11,4.3,5756
9430,9431,1.0,Very Good,E,VVS2,61.9,61.0,6.38,6.42,3.96,7777
5169,5170,1.6,Fair,D,SI2,64.7,58.0,7.35,7.28,4.73,8666
7726,7727,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,581
24334,24335,0.7,Good,D,VS2,,59.0,5.49,5.56,3.54,3087
7945,7946,1.51,Good,I,VS1,62.0,56.0,7.23,7.29,4.5,9569
5631,5632,1.11,Ideal,E,VS2,62.2,56.0,6.66,6.59,4.12,7459
8732,8733,0.34,Good,F,VS2,64.3,53.0,4.44,4.48,2.87,589
24008,24009,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,12883
7414,7415,0.35,Premium,E,VVS1,61.0,58.0,4.52,4.56,2.77,1044
8678,8679,1.16,Ideal,J,SI1,61.8,55.0,6.75,6.78,4.18,5124
8056,8057,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
13437,13438,0.32,Good,H,SI2,63.2,55.0,4.34,4.36,2.75,393
1683,1684,1.08,Ideal,E,SI2,61.7,57.0,6.55,6.6,4.06,4989
26629,26630,0.47,Premium,J,SI2,61.9,59.0,4.99,4.96,3.08,867
9361,9362,0.37,Premium,F,VS2,60.5,59.0,4.67,4.62,2.81,894
20437,20438,1.78,Ideal,F,VS2,60.9,56.0,7.85,7.88,4.79,18128
20465,20466,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,1941
578,579,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626
1110,1111,0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,1754
21196,21197,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
18374,18375,0.51,Ideal,F,SI1,61.7,56.0,5.12,5.15,3.17,1394
18262,18263,0.71,Very Good,G,VS2,60.4,61.0,5.77,5.81,3.5,2492
22597,22598,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,16431
16938,16939,0.4,Very Good,E,SI1,,58.0,4.67,4.65,2.96,882
13394,13395,1.79,Premium,H,VS1,62.6,56.0,7.81,7.76,4.87,14904
5723,5724,0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56,2218
13090,13091,0.5,Ideal,E,SI1,61.9,55.0,5.18,5.12,3.19,1409
13023,13024,0.74,Good,F,SI2,62.6,65.0,5.66,5.69,3.55,2685
10022,10023,0.32,Ideal,D,VVS2,62.2,56.0,4.37,4.41,2.73,790
7250,7251,1.01,Ideal,F,SI1,62.3,58.0,6.35,6.42,3.98,5646
676,677,0.25,Very Good,E,VVS2,60.5,59.0,4.06,4.1,2.47,575
7538,7539,1.51,Very Good,F,VS2,63.7,60.0,7.2,7.24,4.6,13012
26728,26729,0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,898
15361,15362,1.76,Ideal,I,VS1,62.0,57.0,7.74,7.71,4.79,11722
782,783,1.55,Ideal,J,SI1,61.7,54.0,7.42,7.55,4.62,7987
12932,12933,1.02,Premium,F,VVS1,62.6,59.0,6.41,6.36,4.0,9550
21920,21921,1.35,Ideal,J,VS2,61.4,57.0,7.13,7.1,4.37,5969
9988,9989,1.0,Very Good,F,VS2,62.2,57.0,6.4,6.43,3.99,6183
20336,20337,1.52,Ideal,E,VS2,62.2,57.0,7.34,7.38,4.58,15239
24451,24452,0.5,Good,E,SI2,58.3,58.0,5.23,5.2,3.04,1101
